1000
x y
7.86157 120.636
2.22327 4.66851
4.1792 34.785
8.55098 145.628
6.62069 91.9617
5.30137 53.6208
6.89505 99.432
0.310678 1.75279
7.06565 97.4375
9.47905 173.272
1.45177 6.11451
2.92245 16.9915
6.9454 91.0822
2.40547 15.6469
1.06418 2.1107
0.801111 -1.77256
9.74395 196.281
2.10639 3.81989
7.50633 108.84
3.11136 16.2796
2.52083 9.40275
1.53508 8.75137
9.39085 176.315
6.45558 88.4525
4.55458 45.049
1.50761 5.44672
4.2204 37.8991
5.7857 64.7124
3.96954 26.2864
7.95251 119.774
3.89416 26.3916
1.97668 8.57773
4.54329 43.7303
4.41298 38.728
8.35719 137.452
9.49461 182.782
9.87457 195.864
5.7445 66.9391
7.08518 95.0641
2.60201 17.2538
7.10196 106.459
3.93567 34.6139
3.08603 19.4076
3.53557 28.2803
7.36381 106.608
2.00171 9.36288
9.1113 165.004
1.09378 -0.130926
5.1796 53.8437
6.87643 87.5498
0.757775 -0.658546
3.0723 15.9109
3.94848 31.2321
7.24937 104.863
6.15711 77.2136
0.983001 -2.52659
9.74578 194.31
7.27866 107.982
6.92801 93.9948
0.499588 -2.65045
0.608234 3.46945
2.1247 8.49694
0.0915555 0.0898441
6.05945 74.0112
3.49803 30.0942
6.2331 76.3374
5.62853 64.2745
3.06406 13.3828
6.12568 69.5674
0.310373 3.75828
9.36766 176.86
6.11591 80.4489
5.82598 64.2279
7.93176 126.432
5.89435 73.0552
6.7275 84.5684
2.67312 11.1885
7.7102 121.604
1.16855 4.28389
8.93948 157.351
9.02005 169.901
1.97363 11.5571
9.53398 189.023
6.28712 78.2475
2.64992 15.7054
7.8811 123.769
4.80941 47.3135
8.55342 141.186
5.73321 68.2049
1.9187 12.7501
0.153508 1.9862
1.74139 3.06946
6.76626 94.4243
3.71227 25.9247
6.38234 76.8018
9.71038 181.693
7.69219 111.131
0.0924711 1.4419
3.43242 22.4349
0.906705 3.6779
3.37992 27.1427
5.35478 53.2621
4.65773 41.5391
8.63338 144.829
5.65813 67.9984
8.64223 150.336
8.64376 153.15
8.28639 143.249
9.08322 168.977
4.40168 35.5628
8.23054 131.587
0.00854518 2.73702
0.637226 -0.592641
6.83889 92.1855
1.42857 1.89799
0.185553 1.63397
0.536515 2.1726
4.31715 32.6338
3.91949 34.1473
0.228278 -3.43703
6.34266 85.6133
4.63424 39.6375
7.82159 120.929
6.0802 76.3653
7.55821 111.179
7.11631 107.588
6.41652 87.5821
6.88162 93.9384
2.90384 19.1282
2.46437 12.1876
9.52055 185.55
6.23371 80.3678
7.45537 111.856
6.29475 82.7403
9.18394 168.634
4.49721 46.6047
1.82928 3.26889
7.30491 111.197
0.413526 -4.25438
5.56352 61.6164
0.613727 -2.66474
6.00909 66.2444
6.60237 84.236
6.53584 84.1248
2.21625 6.88369
4.97543 52.5752
4.35072 34.0967
3.75896 30.1367
7.33299 111.847
6.50594 87.0883
7.37175 111.713
3.63262 29.0297
8.21222 130.597
8.69442 148.85
4.16669 32.2174
1.64861 1.12901
5.91113 68.8097
5.80096 70.7217
9.15647 167.221
8.08863 134.841
7.72515 113.778
3.88257 29.7207
1.95624 5.45639
3.81726 24.6029
1.98157 9.66577
7.6104 113.754
4.48622 42.9374
4.61348 45.0385
2.38502 7.44579
9.22025 177.227
0.596332 2.02617
7.47215 111.137
9.09909 165.24
5.52843 58.8678
7.90368 121.79
7.31742 111.622
8.75546 153.97
3.9494 26.6498
6.51967 84.4437
7.56188 108.792
0.575274 -3.91312
3.45866 27.5906
4.36262 41.522
2.95297 21.1156
0.792871 -2.62684
1.4301 2.77539
3.73821 24.588
8.14203 134.447
2.56508 9.6478
2.29377 15.0652
8.87692 161.753
0.408948 -2.96151
3.55907 22.004
8.94467 161.578
9.11679 168.744
9.99329 208.096
8.40205 136.964
2.84371 19.9753
7.41813 106.973
6.45039 87.5914
8.18171 132.999
3.75072 32.8522
8.89676 156.877
4.48866 35.372
4.1847 37.7767
5.01694 51.5941
9.06522 157.08
7.71172 117.412
8.06391 131.208
5.38926 64.4322
6.4687 85.055
3.71044 22.3906
5.61296 58.6353
3.24931 19.4273
9.40184 176.757
8.93948 156.563
6.34754 82.2044
4.23658 37.4901
1.39622 1.49382
6.81661 97.9396
6.07227 74.7222
8.18384 132.268
5.16526 45.9508
7.48314 114.773
4.62264 39.4811
6.3097 78.4466
9.69085 189.893
2.65938 16.4682
5.97217 73.3642
4.60067 41.99
0.144963 1.30347
4.03882 27.4303
2.88827 20.8027
4.32173 38.0494
5.33128 58.9755
8.652 151.169
3.32957 22.4983
5.59618 58.8368
2.33039 15.4759
9.6411 187.791
0.764489 -0.849121
4.98581 51.3706
3.0427 23.7015
5.88427 65.3726
5.60717 62.4807
3.01401 22.5191
2.31086 9.43335
8.90347 154.493
9.95239 194.905
2.56935 8.51607
2.31483 15.3031
0.492874 -1.34478
2.79733 15.5991
4.12275 36.7557
2.92154 16.0165
9.51323 184.812
7.94427 129.548
8.70083 154.218
2.67922 17.7319
1.27628 3.33749
1.75909 0.772423
4.54787 39.375
0.144658 3.18567
7.97204 130.921
2.98746 22.9056
8.42128 139.656
0.23011 -4.68288
3.56212 25.2424
1.80425 2.96711
7.44896 103.835
5.2562 57.5808
1.58818 1.99781
0.292367 3.25861
2.49214 11.0668
5.39933 62.9036
9.32524 174.124
1.53233 7.78749
8.95138 160.151
8.22413 134.842
6.71957 87.7893
9.49461 187.154
5.94806 65.7245
1.97943 7.90875
3.55327 24.0762
6.91794 100.527
9.82574 190.647
2.35817 11.9041
3.26456 22.145
3.36528 18.8314
2.9017 20.2533
7.39677 113.2
6.86697 95.4005
0.644246 4.56363
3.41563 21.6198
0.207831 1.34186
5.40574 59.6934
7.77367 123.916
7.59941 114.879
4.23505 32.2988
4.38368 36.4892
2.69265 10.7867
9.82055 194.105
0.710166 5.46992
8.60073 143.966
2.89529 20.3924
1.7246 2.40634
3.00912 20.469
0.836818 -2.43321
2.17536 6.38309
6.32282 77.008
7.58843 109.481
2.8251 20.2438
5.67583 62.3338
7.95404 131.858
6.18854 78.1139
1.9425 5.792
0.422987 -2.2012
4.06812 32.0237
9.00052 163.209
2.06488 8.65009
3.53984 26.2509
9.76043 191.792
3.46965 27.3017
2.01666 6.24944
5.31999 52.6924
0.996124 3.68619
8.43806 147.043
0.05768 1.05248
9.35331 174.069
7.4691 118.489
8.30103 136.742
7.84234 120.687
6.89047 99.1631
1.01932 -2.73772
6.87429 89.5445
2.28645 13.3667
7.63298 112.904
0.561541 -3.2604
5.65477 67.3076
8.78658 152.637
4.13495 38.0848
9.45189 171.649
6.1626 74.7393
4.21949 38.5655
2.00873 6.30355
6.23127 74.6277
1.05258 -0.126628
3.16782 24.6324
3.11533 19.1155
4.69069 45.6601
3.6848 25.705
5.80432 67.9468
3.93384 32.8159
4.18592 38.2647
0.836512 -1.81305
0.87344 1.08435
6.29139 73.9043
6.14521 71.1393
8.24976 140.559
2.20954 9.0865
2.64595 13.4611
7.70562 120.421
3.69427 29.0048
2.22663 9.26097
3.10617 21.6781
8.41609 140.003
7.24174 102.501
0.817286 5.01255
6.37806 80.2143
0.943938 -1.41432
3.4312 22.2578
3.10312 16.6012
1.82287 3.29001
1.7246 1.31873
5.01907 55.8021
4.46455 38.5009
4.81918 48.3069
2.48604 11.2209
2.99539 22.1069
6.29902 76.286
2.60964 17.6009
8.59462 149.96
2.56172 14.116
0.935392 -2.17823
2.82632 17.0806
5.15091 49.1184
9.74975 181.02
9.14792 169.114
1.87658 5.52711
6.77938 95.3481
8.37184 138.257
8.70449 153.189
5.38377 52.1336
2.04627 4.68496
1.9953 9.80881
7.38792 109.442
7.86126 131.195
8.44325 136.596
0.618915 -2.50079
8.92758 162.715
3.81573 30.3221
8.87539 155.814
6.74642 89.2855
5.27848 60.2604
7.4633 114.58
5.59038 59.7398
0.541398 3.43789
3.6848 23.4662
3.24564 23.4245
2.48817 8.59142
8.75271 157.003
1.96844 10.2722
4.33332 41.1923
1.74444 10.4087
7.09403 102.134
0.473037 -4.077
1.30833 3.40395
5.68957 62.1189
0.771813 -3.31487
4.11267 29.8386
8.20643 132.45
9.87945 195.54
2.84433 16.4783
2.94748 17.1684
8.11121 127.396
8.29218 134.008
5.09568 56.439
4.73922 48.8785
5.48845 63.3504
6.59719 84.6295
1.1243 2.74518
7.91284 127.772
7.44346 109.138
4.42091 38.2592
6.32038 80.0845
8.36665 132.469
1.09256 -0.896735
2.55959 14.9494
4.42732 38.0183
8.56777 146.623
9.23826 165.399
6.06861 75.2397
5.37248 52.2432
2.37068 13.0792
1.52593 4.27121
9.16715 166.718
4.0556 30.7558
3.99579 30.3102
3.2841 19.4902
2.89956 20.8989
4.78072 46.635
4.60341 41.8914
9.223 168.279
1.48686 0.161666
1.02023 5.53951
4.90738 49.472
4.185 31.6062
8.30592 140.665
5.20035 55.4383
7.257 105.017
8.1341 130.834
7.43583 106.916
8.18964 134.203
5.63219 57.8535
7.57103 111.783
1.70965 3.33385
3.18613 21.0073
6.98416 100.179
0.56032 5.05477
3.20688 16.581
3.68542 30.9518
2.36213 11.8427
7.56035 112.654
7.12149 102.418
0.215766 1.44334
1.26377 2.28112
5.23942 57.7302
4.95163 48.4316
5.53484 61.1622
7.64275 108.181
5.46953 59.0106
7.94031 130.997
2.96457 16.7478
1.01779 -2.07365
6.68203 88.9488
6.70766 95.4678
7.56584 112.659
1.11454 4.55935
9.77477 188.123
8.01202 127.775
4.8262 47.7269
9.47996 178.394
5.75701 68.5447
4.5793 38.0782
6.55751 83.5912
6.50746 80.0827
7.32139 113.367
8.93307 163.943
8.68862 154.191
7.31071 106.91
1.52776 5.66744
7.16788 108.983
0.637226 1.78131
4.88083 50.0256
5.78784 66.8779
3.60332 22.6823
0.95645 -2.25033
3.9668 29.0663
4.33912 36.1869
2.24982 11.0039
8.93094 162.401
4.11695 37.4396
7.39372 110.394
6.03381 77.4889
6.82485 87.441
5.31663 58.3584
0.151067 -0.368219
9.70855 194.319
2.45827 8.77827
4.66292 39.4743
3.86181 33.3284
7.39921 101.143
6.80258 97.7212
7.50877 111.851
6.12751 80.8515
0.711081 4.91421
6.28498 82.1984
1.52196 5.9784
2.62947 14.2279
8.34315 144.223
4.48531 44.0034
7.08762 100.497
7.4691 118.47
3.14127 15.5892
2.91787 21.7595
2.49763 15.4286
4.30891 40.1528
7.53319 111.417
5.5797 67.4062
7.36259 109.041
5.50188 64.4632
3.27677 22.5186
6.95669 98.4064
2.68349 8.99346
1.39775 0.645777
6.46504 83.561
8.17591 138.88
1.02268 1.81181
7.01132 95.8444
3.7199 32.2179
0.988495 -2.15899
5.20737 56.2324
8.24152 138.445
0.517289 5.2822
4.27198 39.3266
9.00754 169.514
4.82986 48.8326
7.57714 116.393
2.73995 9.95122
8.2226 136.69
2.24281 6.78114
6.2569 78.2315
2.54707 15.4557
5.61937 64.2632
9.67132 183.845
8.88882 159.909
3.47362 28.4767
8.14997 128.033
6.32405 84.9255
4.99283 48.9531
2.3838 10.1171
9.89563 198.038
3.21726 21.9513
9.30876 174.842
7.63665 121.356
9.1702 164.971
2.63558 16.2602
2.58065 11.2889
9.14396 167.57
3.22153 24.498
2.45491 16.2975
1.03397 -0.508313
3.75958 29.9797
8.96725 154.654
7.52037 115.346
5.47929 55.4194
0.688803 -3.59044
3.20139 16.3338
5.25925 56.818
5.98498 76.3749
6.60451 89.4376
0.717795 -3.97069
7.72179 123.889
3.05246 14.9086
5.1561 52.0539
3.77239 30.2764
7.23258 107.28
1.23356 5.91347
0.563677 0.470361
1.33671 3.7739
7.84631 126.757
6.12598 75.022
9.98047 201.167
1.57292 8.96032
9.78851 188.594
0.684835 -0.195417
4.3086 41.1838
5.96698 74.1026
9.07346 159.279
1.79113 4.5116
2.16773 12.9606
8.56136 145.153
9.48759 178.622
3.00607 15.3411
6.68691 84.7478
8.72219 155.34
9.11771 163.636
4.46028 43.7785
9.82055 197.602
0.879849 1.92158
8.62514 150.619
5.80523 69.0279
3.87158 27.6511
9.67956 182.287
3.43852 18.1803
3.17057 22.009
4.90768 49.9069
3.97595 31.3414
7.06565 101.182
6.0622 70.407
7.76025 124.235
8.12098 138.81
7.70165 117.598
5.13932 57.8409
7.29179 108.918
3.96527 37.775
5.32884 56.4773
6.80776 98.1566
5.62243 62.0393
2.02643 5.67337
1.49022 6.68767
5.5681 67.6523
9.99939 201.097
5.25193 56.1059
8.92666 157.397
0.0534074 3.20384
0.99826 5.1694
3.81603 25.7778
3.26548 15.4979
3.69823 22.829
5.74603 65.9966
4.39405 40.1925
3.94757 34.7984
5.97156 75.4305
5.84765 65.0646
2.34077 12.8093
6.57826 88.2565
5.1149 49.8636
4.70992 50.5183
0.221564 -4.07043
3.89386 33.9352
8.32331 139.109
3.94696 33.0332
1.12613 2.12204
7.52831 114.371
0.301828 -3.64445
3.55449 29.1407
0.204169 2.98579
7.76666 125.295
6.14124 68.1577
5.54033 58.8389
2.86416 15.3706
3.47697 28.3274
9.44639 186.096
5.70208 69.4524
3.0665 19.5634
9.40306 177.73
1.65624 1.34777
3.23466 18.1308
0.154424 0.362691
3.00851 19.6108
3.49345 18.8312
2.85775 11.4802
7.65679 118.185
8.06055 126.433
4.4789 45.0936
9.15128 169.288
2.49855 14.2024
7.13828 105.851
1.45116 7.5744
7.78283 127.438
8.06421 123.09
0.253914 -0.355471
2.02826 5.48355
3.32133 24.418
9.54009 180.066
1.77648 1.94376
3.94513 34.8087
8.3166 138.998
4.98489 46.2361
2.84127 12.5594
6.21235 79.0738
3.3372 24.1533
0.556963 -0.197627
1.43803 0.514322
3.02286 12.9486
2.65267 17.8883
3.34056 26.8219
7.35954 107.726
6.3567 74.1858
5.24888 54.9795
0.206 4.90721
4.20331 31.9818
8.20856 135.58
5.86047 66.7924
6.1446 70.473
5.60991 64.9187
8.38588 142.495
5.71337 66.1623
0.511795 -2.34298
7.92901 125.906
8.80825 155.698
7.65862 115.969
4.61959 40.9822
6.49556 85.955
0.250557 2.57493
5.39201 52.2448
9.11191 165.619
7.7102 112.531
2.46345 7.51007
1.43895 3.02102
4.56465 38.4704
4.10535 34.6912
3.61003 22.2263
3.60057 24.0615
3.74584 30.2468
4.58937 38.6287
9.95788 193.519
4.54054 43.1881
8.97244 162.159
7.0513 97.7527
1.76 4.40123
4.20667 32.8929
3.00119 12.7007
5.51927 65.5242
6.26911 80.6527
9.77142 195.019
6.89627 98.5697
9.05454 163.391
3.81268 27.1427
2.77779 13.0954
3.3018 17.2945
4.57289 37.5965
7.87622 122.8
8.18323 130.491
8.56777 147.376
0.779443 -1.85649
5.1265 52.9322
4.98093 50.961
2.15339 13.5184
5.40422 55.962
6.31306 82.4574
3.09519 19.6601
6.76321 90.9522
2.92306 10.7674
3.98663 27.1627
6.23035 78.7268
7.63329 117.986
4.95956 48.6312
7.97266 121.924
5.36637 58.7563
4.42183 39.9746
0.546281 4.88863
4.53352 38.9174
2.58553 19.0538
4.13312 29.9411
8.43867 143.707
0.162358 -3.30608
9.91943 201.959
8.51222 141.775
8.66482 150.92
5.94256 73.7667
2.90078 19.117
4.35255 42.2874
5.50493 55.2582
3.40922 27.8293
3.5139 25.9743
0.149236 0.459586
9.08109 165.052
7.85516 122.034
2.22266 9.67955
7.5396 111.539
7.74743 120.076
0.0128178 1.7328
3.77087 30.8617
0.962554 0.877958
8.47194 149.094
2.05634 11.63
6.4388 84.4552
3.98358 32.6907
7.39036 108.788
8.8525 159.499
9.44456 181.39
5.71215 70.9937
7.72546 119.646
0.407117 -0.291097
8.17652 132.705
5.75762 70.3616
7.25578 103.27
6.43941 83.971
1.94678 7.71243
1.15635 0.583373
2.52449 11.9865
9.02158 164.731
3.95093 33.3222
3.71014 22.4005
1.97272 3.36847
4.22285 36.5354
8.12128 132.256
1.16947 0.090415
5.1854 59.5035
8.69716 151.82
2.56356 15.3313
0.707114 -3.43702
0.439772 1.92006
2.14484 13.7045
4.26435 35.0878
8.10846 124.701
7.74163 120.935
1.59612 8.88588
4.75082 39.5394
1.12522 -1.51696
9.53551 183.522
8.44478 141.904
1.40141 9.36169
0.428785 -2.6575
6.28071 81.9888
4.17341 38.7162
4.08246 32.7238
6.59322 85.5388
9.07743 165.705
5.71245 67.6734
1.80883 10.0273
6.55507 84.1274
6.52974 83.8654
6.35701 86.8173
9.10947 167.947
7.98364 125.159
8.03644 121.477
3.19559 18.0653
6.78762 96.7684
4.99466 52.374
0.69277 5.99457
