1000
x y
73.1071 87.0865
15.2776 17.1336
71.6788 135.199
6.37226 3.56124
48.8083 71.3376
57.8783 76.9285
36.0332 55.4669
9.5645 8.50208
39.668 40.076
43.3912 51.9641
22.4982 25.045
89.3094 169.233
41.1695 52.4845
73.9372 101.827
60.3381 100.811
68.2485 80.243
53.1663 90.2032
1.51067 -4.98196
97.0855 188.189
24.5827 20.2531
46.6292 68.0761
38.6181 44.9661
73.9921 72.4567
68.0258 134.956
75.0877 87.9732
61.2751 105.787
7.11081 10.8875
62.8498 118.76
15.2196 24.1571
26.2947 27.7914
83.4315 144.283
44.8531 88.0287
70.8762 78.2506
74.691 151.274
31.4127 28.3048
29.1787 56.1767
24.9763 29.5286
43.0891 53.5499
75.3319 103.992
55.797 93.98
73.6259 127.068
55.0188 108.731
32.7677 44.4092
69.5669 105.304
26.8349 20.981
13.9775 11.5232
64.6504 117.167
81.7591 138.194
10.2268 6.82042
70.1132 115.589
37.199 56.4515
9.88494 4.298
52.0737 70.1607
82.4152 145.104
5.17289 4.56808
42.7198 69.6929
90.0754 172.166
48.2986 71.5777
75.7714 107.887
27.3995 28.3948
82.226 145.114
22.4281 17.1775
62.569 108.095
25.4707 35.8892
56.1937 76.3266
96.7132 135.959
88.8882 144.497
34.7362 62.3456
81.4997 112.97
63.2405 126.588
49.9283 57.7942
23.838 37.6592
98.9563 182.015
32.1726 42.7917
93.0876 177.312
76.3665 121.673
91.702 148.265
26.3558 32.5235
25.8064 27.3133
91.4396 165.858
32.2153 40.4529
24.5491 46.1027
10.3397 7.61592
37.5958 44.4226
89.6725 114.912
75.2037 130.402
54.7929 69.5631
6.88803 1.17467
32.0139 34.5357
52.5925 70.4682
59.8498 97.7793
66.0451 113.341
7.17795 -1.84238
77.2179 155.755
30.5246 37.4292
51.561 59.8667
37.7239 55.5443
72.3258 124.899
12.3356 20.6803
5.63677 0.473557
13.3671 20.2893
78.4631 130.094
61.2598 109.694
99.8047 186.759
15.7292 16.6254
97.8851 154.016
6.84835 1.78196
43.086 75.0838
59.6698 111.67
90.7346 108.783
17.9113 18.7766
21.6773 37.7768
85.6136 120.686
94.8759 104.773
30.0607 38.8925
66.8691 82.6514
87.2219 133.57
91.1771 143.252
44.6028 75.6618
98.2055 195.983
8.79849 3.89322
86.2514 140.029
58.0523 76.1725
38.7158 65.9153
96.7956 104.245
34.3852 38.1728
31.7057 37.4023
49.0768 53.8745
39.7595 58.7947
70.6565 111.746
60.622 70.2899
77.6025 149.299
81.2098 151.69
77.0165 94.1995
51.3932 96.1246
72.9179 124.757
39.6527 76.2761
53.2884 66.0996
68.0776 116.016
56.2243 70.2026
20.2643 29.7403
14.9022 22.0684
55.681 93.8557
99.9939 162.948
52.5193 56.497
89.2666 137.958
0.534074 -2.73908
9.9826 8.83179
38.1603 59.7193
32.6548 25.1995
36.9823 31.213
57.4602 97.6445
43.9406 49.6467
39.4757 53.3931
59.7156 96.1164
58.4765 69.3638
23.4077 34.9743
65.7826 115.38
51.149 57.4415
47.0992 95.0426
2.21564 -8.47451
38.9386 52.5057
83.2331 132.233
39.4696 72.9377
11.2613 14.2622
75.2831 148.061
3.01828 -6.09153
35.5449 48.6333
2.04169 -0.0182154
77.6666 141.231
61.4124 58.7864
55.4033 88.9508
28.6416 43.7562
34.7697 53.0863
94.4639 187.898
57.0208 111.224
30.665 56.3688
94.0306 153.204
16.5624 18.7093
32.3466 42.0397
1.54424 -4.69035
30.0851 52.0861
34.9345 27.6358
28.5775 35.12
76.5679 87.2492
80.6055 97.3283
44.789 80.7209
91.5128 144.403
24.9855 37.2326
71.3828 140.302
14.5116 17.5873
77.8283 140.693
80.6421 86.6617
2.53914 -2.41043
20.2826 25.218
33.2133 56.2889
95.4009 113.971
17.7648 15.8219
39.4513 68.8935
83.166 141.104
49.8489 75.6182
28.4127 26.7505
62.1235 68.1567
33.372 62.7219
5.56963 1.45049
14.3803 11.0652
30.2286 28.3826
26.5267 41.5568
33.4056 53.4474
73.5954 78.7308
63.567 64.0907
52.4888 81.5622
2.06 1.42832
42.0331 40.8474
82.0856 96.2033
58.6047 95.966
61.446 60.9883
56.0991 90.5679
83.8588 132.606
57.1337 108.897
5.11795 -0.948337
79.2901 144.678
88.0825 133.537
76.5862 81.1729
46.1959 56.4892
64.9556 74.5218
2.50557 -1.1835
53.9201 64.9181
91.1191 155.017
77.102 78.7415
24.6345 28.8339
14.3895 15.3898
45.6465 77.0949
41.0535 46.9378
36.1003 43.0199
36.0057 48.5846
37.4584 56.9176
45.8937 57.6227
99.5788 116.621
45.4054 55.8052
89.7244 154.074
70.513 90.6297
17.6 18.894
42.0667 39.6909
30.0119 31.1779
55.1927 103.115
62.6911 98.135
97.7142 151.354
68.9627 116.25
90.5454 141.583
38.1268 62.2143
27.7779 24.4679
33.018 39.4463
45.7289 61.8842
78.7622 92.3271
81.8323 114.656
85.6777 150.971
7.79443 -0.682353
51.265 71.5339
49.8093 92.8075
21.5339 32.9556
54.0422 82.0317
63.1306 94.0181
30.9519 45.1128
67.6321 128.985
29.2306 21.2471
39.8663 39.2496
62.3035 66.8638
76.3329 141.801
49.5956 74.9971
79.7266 91.5421
53.6637 72.0151
44.2183 75.0327
5.46281 6.12674
45.3352 69.1713
25.8553 46.4569
41.3312 44.6767
84.3867 126.734
1.62358 -8.0118
99.1943 201.414
85.1222 93.4807
86.6482 147.122
59.4256 102.684
29.0078 51.3065
43.5255 73.0468
55.0493 57.5488
34.0922 56.1302
35.139 48.706
1.49236 -4.59141
90.8109 163.98
78.5516 126.55
22.2266 23.3413
75.396 133.655
77.4743 149.555
0.128178 -5.02043
37.7087 52.6542
9.62554 11.149
84.7194 158.613
20.5634 31.8326
64.388 111.585
39.8358 66.0315
73.9036 97.2767
88.525 135.167
94.4456 140.384
57.1215 100.579
77.2546 117.403
4.07117 -0.634983
81.7652 106.156
57.5762 86.5097
72.5578 100.327
64.3941 81.4477
19.4678 21.3719
11.5635 4.32174
25.2449 29.2003
90.2158 162.045
39.5093 66.4612
37.1014 31.9941
19.7272 13.4789
42.2285 44.731
81.2128 123.082
11.6947 12.5163
51.854 103.167
86.9716 135.047
25.6355 34.6523
7.07114 0.562476
4.39772 0.307653
21.4484 40.699
42.6435 61.8192
81.0846 94.6345
77.4163 94.5486
15.9612 22.6677
47.5082 52.8769
11.2522 5.96144
95.3551 190.141
84.4478 94.138
14.0141 25.0626
4.28785 -5.08795
62.8071 107.551
41.7341 72.7536
40.8246 51.6713
65.9322 75.549
90.7743 119.21
57.1245 103.339
18.0883 24.5432
65.5507 107.472
65.2974 96.9083
63.5701 115.041
91.0947 136.907
79.8364 109.453
80.3644 78.0495
31.9559 36.5439
67.8762 130.533
49.9466 69.427
6.9277 10.8212
