1000
x y
1.42857 4.36155
0.185553 6.02123
0.536515 5.29623
4.31715 148.331
3.91949 117.09
0.228278 0.797705
6.34266 501.449
4.63424 186.834
7.82159 937.116
6.0802 438.743
7.55821 842.801
7.11631 710.721
6.41652 519.347
6.88162 635.361
2.90384 47.524
2.46437 27.581
9.52055 1706.61
6.23371 473.422
7.45537 812.101
6.29475 488.453
9.18394 1526.63
4.49721 179.574
1.82928 8.33102
7.30491 767.164
0.413526 -0.695534
5.56352 332.434
0.613727 0.203086
6.00909 414.966
6.60237 557.859
6.53584 542.47
2.21625 17.1829
4.97543 239.472
4.35072 152.894
3.75896 101.827
7.33299 775.932
6.50594 538.672
7.37175 787.113
3.63262 92.6114
8.21222 1083.75
8.69442 1291.05
4.16669 134.673
1.64861 4.70891
5.91113 399.28
5.80096 381.434
9.15647 1512.44
8.08863 1043.13
7.72515 898.289
3.88257 109.978
1.95624 11.9065
3.81726 100.254
1.98157 16.4295
7.6104 861.648
4.48622 174.807
4.61348 190.018
2.38502 21.0476
9.22025 1552.22
0.596332 4.95008
7.47215 816.441
9.09909 1484.05
5.52843 324.092
7.90368 965.601
7.31742 771.199
8.75546 1321.74
3.9494 111.81
6.51967 539.124
7.56188 841.549
0.575274 -0.920056
3.45866 81.0373
4.36262 161.432
2.95297 51.3167
0.792871 -0.265878
1.4301 5.24435
3.73821 94.9022
8.14203 1061.95
2.56508 27.5479
2.29377 26.798
8.87692 1381.52
0.408948 0.613949
3.55907 81.1581
8.94467 1411
9.11679 1495.66
9.99329 1979.36
8.40205 1161.85
2.84371 46.2633
7.41813 796.082
6.45039 526.795
8.18171 1074.95
3.75072 103.994
8.89676 1385.28
4.48866 167.486
4.1847 141.762
5.01694 243.753
9.06522 1460.45
7.71172 897.578
8.06391 1030.7
5.38926 308.229
6.4687 528.315
3.71044 90.8905
5.61296 337.463
3.24931 62.1757
9.40184 1638.91
8.93948 1403.7
6.34754 499.081
4.23658 145.964
1.39622 3.84997
6.81661 623.042
6.07227 435.559
8.18384 1075
5.16526 257.712
7.48314 823.401
4.62264 185.436
6.3097 487.301
9.69085 1798.18
2.65938 36.9614
5.97217 415.13
4.60067 185.612
0.144963 5.83264
4.03882 119.453
2.88827 48.6423
4.32173 154.166
5.33128 294.193
8.652 1275.83
3.32957 69.161
5.59618 334.927
2.33039 27.9347
9.6411 1770.26
0.764489 1.58213
4.98581 239.574
3.0427 57.3959
5.88427 390.953
5.60717 340.361
3.01401 55.0686
2.31086 21.501
8.90347 1385.83
9.95239 1943.52
2.56935 26.5284
2.31483 27.4495
0.492874 1.93022
2.79733 40.3354
4.12275 135.542
2.92154 45.0539
9.51323 1702.19
7.94427 987.242
8.70083 1299.09
2.67922 38.8019
1.27628 5.40872
1.75909 5.19298
4.54787 177.493
0.144658 7.7159
7.97204 998.201
2.98746 54.4189
8.42128 1172
0.23011 -0.454744
3.56212 84.576
1.80425 7.79058
7.44896 802.155
5.2562 281.99
1.58818 5.20044
0.292367 7.26053
2.49214 27.125
5.39933 308.212
9.32524 1599.07
1.53233 10.6904
8.95138 1412.54
8.22413 1092.4
6.71957 589.137
9.49461 1695.21
5.94806 402.999
1.97943 14.6456
3.55327 82.8902
6.91794 651.213
9.82574 1870.33
2.35817 24.935
3.26456 65.62
3.36528 67.3095
2.9017 48.5723
7.39677 795.973
6.86697 633.117
0.644246 7.33558
3.41563 72.737
0.207831 5.64993
5.40574 305.966
7.77367 924.262
7.59941 859.327
4.23505 140.639
4.38368 158.384
2.69265 32.2534
9.82055 1871.01
0.710166 8.04708
8.60073 1247.65
2.89529 48.4819
1.7246 6.54282
3.00912 52.8262
0.836818 -0.172202
2.17536 15.9811
6.32282 488.633
7.58843 850.495
2.8251 45.9014
5.67583 351.571
7.95404 992.914
6.18854 461.971
1.9425 12.0772
0.422987 1.32337
4.06812 126.372
9.00052 1437.44
2.06488 16.5362
3.53984 84.2822
9.76043 1836.65
3.46965 81.3543
2.01666 13.4688
5.31999 286.263
0.996124 5.69013
8.43806 1185.92
0.05768 5.87317
9.35331 1612.58
7.4691 822.871
8.30103 1123.03
7.84234 943.8
6.89047 642.834
1.01932 -0.755535
6.87429 629.112
2.28645 24.958
7.63298 867.913
0.561541 -0.221537
5.65477 353.03
8.78658 1333.59
4.13495 137.882
9.45189 1658.45
6.1626 453.379
4.21949 145.547
2.00873 13.4178
6.23127 467.181
1.05258 1.83214
3.16782 63.6375
3.11533 55.8293
4.69069 198.998
3.6848 92.558
5.80432 379.249
3.93384 116.817
4.18592 142.354
0.836512 0.448608
0.87344 3.27093
6.29139 478.913
6.14521 446.307
8.24976 1107.63
2.20954 19.268
2.64595 33.5702
7.70562 898.617
3.69427 96.4625
2.22663 19.7441
3.10617 58.0017
8.41609 1170.33
7.24174 740.443
0.817286 7.3166
6.37806 503.636
0.943938 0.653965
3.4312 74.2097
3.10312 52.7953
1.82287 8.28996
1.7246 5.45521
5.01907 248.235
4.46455 168.22
4.81918 216.246
2.48604 27.1313
2.99539 53.9276
6.29902 482.894
2.60964 36.6959
8.59462 1251.17
2.56172 31.9283
0.935392 -0.0974648
2.82632 42.7792
5.15091 258.929
9.74975 1820.23
9.14792 1510.38
1.87658 11.0712
6.77938 611.251
8.37184 1151.49
8.70449 1299.59
5.38377 295.109
2.04627 12.308
1.9953 16.7479
7.38792 789.601
7.86126 960.656
8.44325 1177.5
0.618915 0.350515
8.92758 1404.62
3.81573 105.868
8.87539 1374.92
6.74642 597.134
5.27848 287.842
7.4633 817.213
5.59038 334.889
0.541398 6.54485
3.6848 90.3192
3.24564 65.9997
2.48817 24.5535
8.75271 1323.61
1.96844 16.8719
4.33332 158.377
1.74444 14.7062
7.09403 699.218
0.473037 -0.731939
1.30833 5.53451
5.68957 353.664
0.771813 -0.902166
4.11267 127.797
8.20643 1083.47
9.87945 1904.23
2.84433 42.7872
2.94748 47.1638
8.11121 1043.78
8.29218 1116.96
5.09568 258.848
4.73922 207.628
5.48845 322.297
6.59719 557.049
1.1243 4.68652
7.91284 974.701
7.44346 805.81
4.42091 163.716
6.32038 491.193
8.36665 1143.71
1.09256 1.04656
2.55959 32.7059
4.42732 164.095
8.56777 1236.97
9.23826 1548.88
6.06861 435.367
5.37248 293.536
2.37068 26.3739
1.52593 7.14261
9.16715 1516.9
4.0556 124.106
3.99579 118.986
3.2841 63.9072
2.89956 49.1413
4.78072 210.112
4.60341 185.804
9.223 1544.57
1.48686 2.85375
1.02023 7.52093
4.90738 227.947
4.185 135.617
8.30592 1128.79
5.20035 272.023
7.257 747.283
8.1341 1055.47
7.43583 801.304
8.18964 1079.06
5.63219 339.838
7.57103 847.38
1.70965 7.35335
3.18613 60.8337
6.98416 668.024
0.56032 8.09773
3.20688 57.352
3.68542 97.8437
2.36213 24.9568
7.56035 844.938
7.12149 706.965
0.215766 5.72302
1.26377 4.33235
5.23942 279.769
4.95163 232.354
5.53484 327.402
7.64275 866.281
5.46953 315.02
7.94031 987.327
2.96457 47.386
1.01779 -0.0901632
6.68203 581.302
6.70766 593.952
7.56584 846.646
1.11454 6.50029
9.77477 1840.59
8.01202 1008.98
4.8262 216.489
9.47996 1679.14
5.75701 371.599
4.5793 179.456
6.55751 546.875
6.50746 532.01
7.32139 774.091
8.93307 1408.26
8.68862 1293.99
7.31071 764.548
1.52776 8.54778
7.16788 726.273
0.637226 4.57501
4.88083 225.285
5.78784 375.29
3.60332 84.4749
0.95645 -0.199358
3.9668 115.534
4.33912 153.907
2.24982 21.9069
8.93094 1405.78
4.11695 135.749
7.39372 792.265
6.03381 430.919
6.82485 614.594
5.31663 291.441
0.151067 4.13983
9.70855 1811.86
2.45827 24.0283
4.66292 189.77
3.86181 112.103
7.39921 784.638
6.80258 619.342
7.50877 828.276
6.12751 452.507
0.711081 7.48879
6.28498 485.868
1.52196 8.83061
2.62947 33.8723
8.34315 1146.48
4.48531 175.782
7.08762 695.849
7.4691 822.852
3.14127 53.4237
2.91787 50.6634
2.49763 31.6207
4.30891 155.097
7.53319 835.32
5.5797 340.827
7.36259 781.756
5.50188 325.507
3.27677 66.5808
6.95669 659.092
2.68349 30.1891
1.39775 3.00669
6.46504 526.008
8.17591 1078.71
1.02268 3.79121
7.01132 670.827
3.7199 101.332
0.988495 -0.146959
5.20737 273.791
8.24152 1102.45
0.517289 8.47199
4.27198 150.937
9.00754 1446.89
4.82986 218.025
7.57714 853.887
2.73995 32.8562
8.2226 1093.68
2.24281 17.5558
6.2569 476.064
2.54707 32.8881
5.61937 344.14
9.67132 1781.96
8.88882 1384.85
3.47362 82.7493
8.14997 1058.41
6.32405 496.808
4.99283 238.044
2.3838 23.6926
9.89563 1915.53
3.21726 63.2003
9.30876 1591.87
7.63665 877.523
9.1702 1516.57
2.63558 36.0759
2.58065 29.6003
9.14396 1507
3.22153 65.9448
2.45491 31.469
1.03397 1.46241
3.75958 101.711
8.96725 1414.07
7.52037 835.317
5.47929 312.942
0.688803 -0.952145
3.20139 56.8534
5.25925 281.66
5.98498 420.545
6.60451 563.557
0.717795 -1.41487
7.72179 907.312
3.05246 48.9989
5.1561 262.569
3.77239 102.867
7.23258 742.638
1.23356 7.92359
0.563677 3.50206
1.33671 5.96703
7.84631 951.198
6.12598 446.376
9.98047 1965.31
1.57292 12.0765
9.78851 1848.37
0.684835 2.45445
4.3086 156.1
5.96698 414.899
9.07346 1466.4
1.79113 9.21435
2.16773 22.4318
8.56136 1232.92
9.48759 1683.17
3.00607 47.5785
6.68691 578.265
8.72219 1309.13
9.11771 1490.98
4.46028 173.076
9.82055 1874.5
0.879849 4.09601
8.62514 1264.26
5.80523 380.492
3.87158 107.121
9.67956 1784.69
3.43852 70.5281
3.17057 61.1366
4.90768 228.419
3.97595 118.502
7.06565 690.62
6.0622 429.294
7.76025 920.177
8.12098 1058.71
7.70165 894.516
5.13932 266.083
7.29179 761.113
3.96527 124.127
5.32884 291.339
6.80776 621.063
5.62243 342.417
2.02643 13.024
1.49022 9.39432
5.5681 339.205
9.99939 1975.76
5.25193 279.91
8.92666 1398.89
0.0534074 8.03822
0.99826 7.17115
3.81603 101.345
3.26548 59.0167
3.69823 90.5414
5.74603 367.156
4.39405 163.073
3.94757 119.821
5.97156 417.082
5.84765 384.053
2.34077 25.4797
6.57826 556.305
5.1149 254.829
4.70992 205.986
0.221564 0.188445
3.89386 115.008
8.32331 1133.82
3.94696 118.011
1.12613 4.06356
7.52831 836.775
0.301828 0.322863
3.55449 88.0261
0.204169 7.30694
7.76666 923.337
6.14124 442.536
5.54033 325.951
2.86416 42.3631
3.47697 82.7864
9.44639 1670.17
5.70208 363.11
3.0665 54.2283
9.40306 1640.48
1.65624 4.97935
3.23466 60.1892
0.154424 4.85909
3.00851 51.944
3.49345 74.2121
2.85775 38.2506
7.65679 880.742
8.06055 1024.73
4.4789 176.234
9.15128 1512.11
2.49855 30.4169
7.13828 714.989
1.45116 10.1211
7.78283 930.795
8.06421 1022.69
0.253914 3.78658
2.02826 12.859
3.32133 70.6682
9.54009 1710.97
1.77648 6.5153
3.94513 119.649
8.3166 1131.17
4.98489 234.324
2.84127 38.7642
6.21235 467.76
3.3372 71.2
0.556963 2.85662
1.43803 3.01187
3.02286 45.8485
2.65267 38.1888
3.34056 74.0383
7.35954 779.548
6.3567 493.019
5.24888 278.352
0.206 9.22182
4.20331 137.563
8.20856 1087.39
5.86047 388.078
6.1446 445.519
5.60991 343.247
8.38588 1161.13
5.71337 361.735
0.511795 0.865879
7.92901 978.364
8.80825 1345.88
7.65862 879.108
4.61959 186.612
6.49556 535.209
0.250557 6.72916
5.39201 296.453
9.11191 1490.3
7.7102 892.205
2.46345 22.882
1.43895 5.52192
4.56465 178.323
4.10535 132.05
3.61003 84.426
3.60057 85.6881
3.74584 101.065
4.58937 181.062
9.95788 1945.16
4.54054 180.554
8.97244 1423.88
7.0513 683.351
1.76 8.8296
4.20667 138.764
3.00119 44.7472
5.51927 329.302
6.26911 481.016
9.77142 1845.7
6.89627 643.716
9.05454 1461.92
3.81268 102.478
2.77779 37.1974
3.3018 62.5769
4.57289 178.306
7.87622 957.3
8.18323 1073
8.56777 1237.72
0.779443 0.537193
5.1265 259.45
4.98093 238.549
2.15339 22.7549
5.40422 302.005
6.31306 492.019
3.09519 55.5191
6.76321 602.892
2.92306 39.8607
3.98663 115.137
6.23035 471.092
7.63329 873.091
4.95956 233.541
7.97266 989.415
5.36637 299.143
4.42183 165.52
0.546281 7.97899
4.53352 175.565
2.58553 37.4955
4.13312 129.586
8.43867 1182.82
0.162358 1.16268
9.91943 1932.46
8.51222 1209.88
8.66482 1280.86
5.94256 410.023
2.90078 47.4031
4.35255 161.256
5.50493 316.78
3.40922 78.6055
3.5139 82.5134
0.149236 4.97398
9.08109 1475.64
7.85516 949.444
2.22266 20.092
7.5396 837.414
7.74743 911.831
0.0128178 6.69402
3.77087 103.349
0.962554 2.92091
8.47194 1201.26
2.05634 19.3944
6.4388 521.103
3.98358 120.432
7.39036 789.667
8.8525 1368.69
9.44456 1664.56
5.71215 366.359
7.72546 904.256
0.407117 3.29102
8.17652 1072.75
5.75762 373.521
7.25578 745.19
6.43941 520.753
1.94678 14.0485
1.15635 2.53245
2.52449 28.8444
9.02158 1448.4
3.95093 118.596
3.71014 90.8807
1.97272 10.0212
4.22285 143.809
8.12128 1052.26
1.16947 2.04556
5.1854 274.024
8.69716 1295.17
2.56356 33.1914
0.707114 -0.851255
0.439772 5.38405
2.14484 22.8033
4.26435 146.017
8.10846 1040.1
7.74163 910.8
1.59612 12.1349
4.75082 199.601
1.12522 0.424467
9.53551 1712.11
8.44478 1183.41
1.40141 11.7342
0.428785 0.846098
6.28071 484.766
4.17341 141.74
4.08246 128.224
6.59322 557.04
9.07743 1474.63
5.71245 363.091
1.80883 14.8936
6.55507 546.853
6.52974 540.825
6.35701 505.716
9.10947 1491.51
7.98364 996.463
8.03644 1011.26
3.19559 58.3205
6.78762 614.698
4.99466 241.696
0.69277 8.62136
